V4_0,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measureofwellbeing
32.07,year ending,July 2011 - June 2012,S92000003,Scotland,very-good,Very good,happiness,Happiness
10.71,year ending,July 2011 - June 2012,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
15.27,year ending,July 2011 - June 2012,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.39,year ending,July 2011 - June 2012,N92000002,Northern Ireland,good,Good,happiness,Happiness
32.63,year ending,July 2011 - June 2012,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.29,year ending,October 2011 - September 2012,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.29,year ending,October 2011 - September 2012,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.33,year ending,October 2011 - September 2012,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.43,year ending,October 2011 - September 2012,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
10.38,year ending,October 2011 - September 2012,E92000001,England,poor,Poor,happiness,Happiness
18.29,year ending,October 2011 - September 2012,E92000001,England,fair,Fair,happiness,Happiness
40.02,year ending,October 2011 - September 2012,E92000001,England,good,Good,happiness,Happiness
31.32,year ending,October 2011 - September 2012,E92000001,England,very-good,Very good,happiness,Happiness
11.21,year ending,October 2011 - September 2012,W92000004,Wales,poor,Poor,happiness,Happiness
17.94,year ending,October 2011 - September 2012,W92000004,Wales,fair,Fair,happiness,Happiness
38.39,year ending,October 2011 - September 2012,W92000004,Wales,good,Good,happiness,Happiness
32.46,year ending,October 2011 - September 2012,W92000004,Wales,very-good,Very good,happiness,Happiness
10.54,year ending,October 2011 - September 2012,S92000003,Scotland,poor,Poor,happiness,Happiness
17.44,year ending,October 2011 - September 2012,S92000003,Scotland,fair,Fair,happiness,Happiness
39.63,year ending,October 2011 - September 2012,S92000003,Scotland,good,Good,happiness,Happiness
32.38,year ending,October 2011 - September 2012,S92000003,Scotland,very-good,Very good,happiness,Happiness
10.45,year ending,October 2011 - September 2012,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
15.35,year ending,October 2011 - September 2012,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
40.47,year ending,October 2011 - September 2012,N92000002,Northern Ireland,good,Good,happiness,Happiness
33.73,year ending,October 2011 - September 2012,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.3,year ending,January 2012 - December 2012,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.3,year ending,January 2012 - December 2012,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.34,year ending,January 2012 - December 2012,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.5,year ending,January 2012 - December 2012,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
10.38,year ending,January 2012 - December 2012,E92000001,England,poor,Poor,happiness,Happiness
18.15,year ending,January 2012 - December 2012,E92000001,England,fair,Fair,happiness,Happiness
40.19,year ending,January 2012 - December 2012,E92000001,England,good,Good,happiness,Happiness
31.28,year ending,January 2012 - December 2012,E92000001,England,very-good,Very good,happiness,Happiness
11.08,year ending,January 2012 - December 2012,W92000004,Wales,poor,Poor,happiness,Happiness
17.69,year ending,January 2012 - December 2012,W92000004,Wales,fair,Fair,happiness,Happiness
38.82,year ending,January 2012 - December 2012,W92000004,Wales,good,Good,happiness,Happiness
32.4,year ending,January 2012 - December 2012,W92000004,Wales,very-good,Very good,happiness,Happiness
10.26,year ending,January 2012 - December 2012,S92000003,Scotland,poor,Poor,happiness,Happiness
17.14,year ending,January 2012 - December 2012,S92000003,Scotland,fair,Fair,happiness,Happiness
40.62,year ending,January 2012 - December 2012,S92000003,Scotland,good,Good,happiness,Happiness
31.97,year ending,January 2012 - December 2012,S92000003,Scotland,very-good,Very good,happiness,Happiness
9.51,year ending,January 2012 - December 2012,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
14.52,year ending,January 2012 - December 2012,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.25,year ending,January 2012 - December 2012,N92000002,Northern Ireland,good,Good,happiness,Happiness
34.72,year ending,January 2012 - December 2012,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.29,year ending,April 2012 - March 2013,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.31,year ending,April 2012 - March 2013,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.33,year ending,April 2012 - March 2013,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.6,year ending,April 2012 - March 2013,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
10.29,year ending,April 2012 - March 2013,E92000001,England,poor,Poor,happiness,Happiness
18.23,year ending,April 2012 - March 2013,E92000001,England,fair,Fair,happiness,Happiness
40.66,year ending,April 2012 - March 2013,E92000001,England,good,Good,happiness,Happiness
30.83,year ending,April 2012 - March 2013,E92000001,England,very-good,Very good,happiness,Happiness
10.83,year ending,April 2012 - March 2013,W92000004,Wales,poor,Poor,happiness,Happiness
17.55,year ending,April 2012 - March 2013,W92000004,Wales,fair,Fair,happiness,Happiness
39.76,year ending,April 2012 - March 2013,W92000004,Wales,good,Good,happiness,Happiness
31.85,year ending,April 2012 - March 2013,W92000004,Wales,very-good,Very good,happiness,Happiness
10.26,year ending,April 2012 - March 2013,S92000003,Scotland,poor,Poor,happiness,Happiness
17.13,year ending,April 2012 - March 2013,S92000003,Scotland,fair,Fair,happiness,Happiness
41.33,year ending,April 2012 - March 2013,S92000003,Scotland,good,Good,happiness,Happiness
31.27,year ending,April 2012 - March 2013,S92000003,Scotland,very-good,Very good,happiness,Happiness
8.47,year ending,April 2012 - March 2013,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
13.53,year ending,April 2012 - March 2013,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.89,year ending,April 2012 - March 2013,N92000002,Northern Ireland,good,Good,happiness,Happiness
36.11,year ending,April 2012 - March 2013,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.32,year ending,July 2012 - June 2013,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.35,year ending,July 2012 - June 2013,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.33,year ending,July 2012 - June 2013,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.59,year ending,July 2012 - June 2013,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
10.03,year ending,July 2012 - June 2013,E92000001,England,poor,Poor,happiness,Happiness
17.79,year ending,July 2012 - June 2013,E92000001,England,fair,Fair,happiness,Happiness
40.96,year ending,July 2012 - June 2013,E92000001,England,good,Good,happiness,Happiness
31.22,year ending,July 2012 - June 2013,E92000001,England,very-good,Very good,happiness,Happiness
10.58,year ending,July 2012 - June 2013,W92000004,Wales,poor,Poor,happiness,Happiness
17.08,year ending,July 2012 - June 2013,W92000004,Wales,fair,Fair,happiness,Happiness
39.76,year ending,July 2012 - June 2013,W92000004,Wales,good,Good,happiness,Happiness
32.58,year ending,July 2012 - June 2013,W92000004,Wales,very-good,Very good,happiness,Happiness
10.3,year ending,July 2012 - June 2013,S92000003,Scotland,poor,Poor,happiness,Happiness
17.08,year ending,July 2012 - June 2013,S92000003,Scotland,fair,Fair,happiness,Happiness
41.15,year ending,July 2012 - June 2013,S92000003,Scotland,good,Good,happiness,Happiness
31.47,year ending,July 2012 - June 2013,S92000003,Scotland,very-good,Very good,happiness,Happiness
8.16,year ending,July 2012 - June 2013,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
13.57,year ending,July 2012 - June 2013,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
42.03,year ending,July 2012 - June 2013,N92000002,Northern Ireland,good,Good,happiness,Happiness
36.24,year ending,July 2012 - June 2013,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.34,year ending,October 2012 - September 2013,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.37,year ending,October 2012 - September 2013,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.37,year ending,October 2012 - September 2013,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.59,year ending,October 2012 - September 2013,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
9.9,year ending,October 2012 - September 2013,E92000001,England,poor,Poor,happiness,Happiness
17.5,year ending,October 2012 - September 2013,E92000001,England,fair,Fair,happiness,Happiness
41.05,year ending,October 2012 - September 2013,E92000001,England,good,Good,happiness,Happiness
31.54,year ending,October 2012 - September 2013,E92000001,England,very-good,Very good,happiness,Happiness
10.63,year ending,October 2012 - September 2013,W92000004,Wales,poor,Poor,happiness,Happiness
16.8,year ending,October 2012 - September 2013,W92000004,Wales,fair,Fair,happiness,Happiness
39.26,year ending,October 2012 - September 2013,W92000004,Wales,good,Good,happiness,Happiness
33.32,year ending,October 2012 - September 2013,W92000004,Wales,very-good,Very good,happiness,Happiness
10.04,year ending,October 2012 - September 2013,S92000003,Scotland,poor,Poor,happiness,Happiness
16.54,year ending,October 2012 - September 2013,S92000003,Scotland,fair,Fair,happiness,Happiness
41.35,year ending,October 2012 - September 2013,S92000003,Scotland,good,Good,happiness,Happiness
32.07,year ending,October 2012 - September 2013,S92000003,Scotland,very-good,Very good,happiness,Happiness
8.6,year ending,October 2012 - September 2013,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
13.31,year ending,October 2012 - September 2013,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.53,year ending,October 2012 - September 2013,N92000002,Northern Ireland,good,Good,happiness,Happiness
36.57,year ending,October 2012 - September 2013,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.36,year ending,January 2013 - December 2013,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.38,year ending,January 2013 - December 2013,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.39,year ending,January 2013 - December 2013,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.62,year ending,January 2013 - December 2013,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
9.82,year ending,January 2013 - December 2013,E92000001,England,poor,Poor,happiness,Happiness
17.31,year ending,January 2013 - December 2013,E92000001,England,fair,Fair,happiness,Happiness
40.86,year ending,January 2013 - December 2013,E92000001,England,good,Good,happiness,Happiness
32.02,year ending,January 2013 - December 2013,E92000001,England,very-good,Very good,happiness,Happiness
10.46,year ending,January 2013 - December 2013,W92000004,Wales,poor,Poor,happiness,Happiness
16.83,year ending,January 2013 - December 2013,W92000004,Wales,fair,Fair,happiness,Happiness
39.14,year ending,January 2013 - December 2013,W92000004,Wales,good,Good,happiness,Happiness
33.57,year ending,January 2013 - December 2013,W92000004,Wales,very-good,Very good,happiness,Happiness
9.75,year ending,January 2013 - December 2013,S92000003,Scotland,poor,Poor,happiness,Happiness
16.34,year ending,January 2013 - December 2013,S92000003,Scotland,fair,Fair,happiness,Happiness
41.34,year ending,January 2013 - December 2013,S92000003,Scotland,good,Good,happiness,Happiness
32.57,year ending,January 2013 - December 2013,S92000003,Scotland,very-good,Very good,happiness,Happiness
8.25,year ending,January 2013 - December 2013,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
13.3,year ending,January 2013 - December 2013,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.25,year ending,January 2013 - December 2013,N92000002,Northern Ireland,good,Good,happiness,Happiness
37.19,year ending,January 2013 - December 2013,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.38,year ending,April 2013 - March 2014,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.4,year ending,April 2013 - March 2014,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.38,year ending,April 2013 - March 2014,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.64,year ending,April 2013 - March 2014,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
9.63,year ending,April 2013 - March 2014,E92000001,England,poor,Poor,happiness,Happiness
17.15,year ending,April 2013 - March 2014,E92000001,England,fair,Fair,happiness,Happiness
40.72,year ending,April 2013 - March 2014,E92000001,England,good,Good,happiness,Happiness
32.5,year ending,April 2013 - March 2014,E92000001,England,very-good,Very good,happiness,Happiness
10.11,year ending,April 2013 - March 2014,W92000004,Wales,poor,Poor,happiness,Happiness
16.81,year ending,April 2013 - March 2014,W92000004,Wales,fair,Fair,happiness,Happiness
39.38,year ending,April 2013 - March 2014,W92000004,Wales,good,Good,happiness,Happiness
33.71,year ending,April 2013 - March 2014,W92000004,Wales,very-good,Very good,happiness,Happiness
9.76,year ending,April 2013 - March 2014,S92000003,Scotland,poor,Poor,happiness,Happiness
16.52,year ending,April 2013 - March 2014,S92000003,Scotland,fair,Fair,happiness,Happiness
41.29,year ending,April 2013 - March 2014,S92000003,Scotland,good,Good,happiness,Happiness
32.44,year ending,April 2013 - March 2014,S92000003,Scotland,very-good,Very good,happiness,Happiness
7.95,year ending,April 2013 - March 2014,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
13.91,year ending,April 2013 - March 2014,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
39.99,year ending,April 2013 - March 2014,N92000002,Northern Ireland,good,Good,happiness,Happiness
38.15,year ending,April 2013 - March 2014,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.41,year ending,July 2013 - June 2014,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.41,year ending,July 2013 - June 2014,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.43,year ending,July 2013 - June 2014,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.69,year ending,July 2013 - June 2014,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
9.49,year ending,July 2013 - June 2014,E92000001,England,poor,Poor,happiness,Happiness
16.93,year ending,July 2013 - June 2014,E92000001,England,fair,Fair,happiness,Happiness
40.44,year ending,July 2013 - June 2014,E92000001,England,good,Good,happiness,Happiness
33.13,year ending,July 2013 - June 2014,E92000001,England,very-good,Very good,happiness,Happiness
10.04,year ending,July 2013 - June 2014,W92000004,Wales,poor,Poor,happiness,Happiness
16.57,year ending,July 2013 - June 2014,W92000004,Wales,fair,Fair,happiness,Happiness
39.34,year ending,July 2013 - June 2014,W92000004,Wales,good,Good,happiness,Happiness
34.05,year ending,July 2013 - June 2014,W92000004,Wales,very-good,Very good,happiness,Happiness
9.3,year ending,July 2013 - June 2014,S92000003,Scotland,poor,Poor,happiness,Happiness
16.32,year ending,July 2013 - June 2014,S92000003,Scotland,fair,Fair,happiness,Happiness
40.84,year ending,July 2013 - June 2014,S92000003,Scotland,good,Good,happiness,Happiness
33.54,year ending,July 2013 - June 2014,S92000003,Scotland,very-good,Very good,happiness,Happiness
6.94,year ending,July 2013 - June 2014,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
14.83,year ending,July 2013 - June 2014,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
39.54,year ending,July 2013 - June 2014,N92000002,Northern Ireland,good,Good,happiness,Happiness
38.68,year ending,July 2013 - June 2014,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.42,year ending,October 2013 - September 2014,E92000001,England,mean-average,Mean Average,happiness,Happiness
